dp_alpha_traces,dp_gamma_traces,alpha_decay_traces,cd_llh_traces,node_traces,bignodes_traces,unnormpost_traces,depth_traces,base_value_traces,std_traces,root_bias_traces
0.44858795059138606,0.071919317072944508,0.40587623561759301,-47754.92908362751,2.0,2.0,-47817.043911023138,2.0,4.8625714041541137,2.3099283399866484,2.2224606471447381
0.59632542787942278,0.045004951296700131,0.05811793514015115,-45221.14460622178,2.0,2.0,-45277.278731142629,2.0,3.9692838604909961,2.7742056917341351,2.7865947992025157
1.0518442447093965,0.083344346773195743,0.092791350100852585,-44005.786120976401,2.0,2.0,-44037.860818584319,2.0,2.0757186407996118,3.1095254503756031,2.2359837721649076
0.46572605155215147,0.15465193700293769,0.27155408383424018,-43655.53959814072,2.0,2.0,-43723.24185378004,2.0,2.7531175339520866,3.0333563885781301,4.4021642192830246
0.68182949505471635,0.17646503748278788,0.65546813325871911,-41985.261508151343,2.0,2.0,-42043.034546792776,2.0,2.192221602088182,3.831748512228383,3.2947278434191598
0.77457797807786399,0.22184435921089227,0.42073958162136216,-35523.326058224084,2.0,2.0,-35585.77823509842,2.0,2.5481285687362747,3.2274989870903479,2.8163240983647539
0.45850493455931451,0.20923092214840761,0.34942952928432114,-29383.86465144805,2.0,2.0,-29460.481866800954,2.0,2.6248764152385018,4.4213188150950504,2.7148585711730786
0.30500648588502061,0.17490465128031668,0.16648715968839964,-26159.44794916809,3.0,2.0,-26289.646633209049,2.0,2.3251011759790088,3.914093805646889,3.2671848597350408
0.35876177256870373,0.45524888500180455,0.34641653535946243,-23732.321133239195,3.0,2.0,-23851.14006280934,2.0,2.4379156298422502,3.9626475327171047,2.0776593535552501
0.39044172885590012,0.30325011962700732,0.30328879911458984,-21230.751672637434,3.0,2.0,-21345.797161407303,2.0,2.4284413905510718,3.974132241922308,2.1878559064152538
0.26807165254878146,0.2357128940298695,0.28873421350576989,-18977.90536178472,3.0,3.0,-19075.46364103158,2.0,2.1302215180294715,4.8926958634812587,2.2686110319789932
0.56512459127165215,0.1586876953439493,0.29863122051720631,-17453.26069391003,3.0,3.0,-17548.673260363066,2.0,2.0029527271837062,4.7852323283474432,2.4842679553690665
0.63839805233375202,0.084144872607227861,0.34529204370606104,-16851.576921774347,3.0,3.0,-16966.470037047864,2.0,2.8506101712214158,4.9624531396697167,3.4765854833216077
1.1905167379433554,0.45444912042253416,0.21073821085361377,-14085.926438354734,3.0,3.0,-14213.046689110888,2.0,2.5404482889262101,4.9969735707518215,2.7741537324820142
0.95669869377651284,0.45526857222217337,0.036532910411066391,-12358.524187222445,3.0,3.0,-12483.605942693124,2.0,2.5745499305863038,4.7621288803361681,3.8914788037550476
1.2152566493082608,0.47898766197993536,0.0229816932273951,-12161.830441576556,3.0,3.0,-12234.238662286471,2.0,2.4104730261241705,4.3705087976584203,2.8519614859521325
2.4244209145497559,0.64474548909317397,0.0069382944066489934,-11948.024905099912,3.0,3.0,-12026.600280794471,2.0,2.4109802610141249,4.3638284747268283,2.4000938010925195
4.1808166759493375,0.76456256361567065,0.014960163431829512,-8383.5989247177295,3.0,3.0,-8459.7592821462877,2.0,2.3201421156682129,4.4682133115482845,2.616729451430118
3.7492117496495556,0.48990232280299018,0.0080027683998263599,-8191.470917370445,3.0,3.0,-8296.3741001113704,2.0,2.3569430994338636,4.287340348433375,2.1540867263703758
3.0771638746186234,0.56249060859250155,0.015259396688429228,-7629.7743664062809,3.0,3.0,-7714.612152892998,2.0,2.3118319598722055,4.3394086040159232,3.0838068729273518
2.8081357784298122,0.056756414577726677,0.043758085715395897,-6938.9989980367845,3.0,3.0,-7053.9708282511883,2.0,2.3294437812807898,4.9620497855588308,2.0728786439489868
4.6048834971964245,0.080628070935187285,0.024900079975785184,-6813.9306351139367,3.0,3.0,-6915.535731979935,2.0,2.0113368471197401,4.9994574436028749,2.0124285996608045
4.5097676886649625,0.66625973827430052,0.018359371345848731,-6789.3618041426816,3.0,3.0,-6912.480594024908,2.0,2.1780456539217816,4.964462756001951,2.3518675951934433
2.9988320715683594,0.56855748378293425,0.0080516138794012419,-6758.3005399053973,3.0,3.0,-6878.9270620381076,2.0,2.736498679555504,4.8793596442159961,2.514645692969272
6.2953858021316158,0.50640908831658038,0.010680854358853263,-6680.7884993520584,3.0,3.0,-6777.8482551450388,2.0,3.1868235489006667,4.8773850335474895,2.0409132191892563
6.8891417767208445,0.64308534816702412,0.021785616401678354,-6653.332786606923,3.0,3.0,-6782.3392259488064,2.0,2.427388152481214,4.5241676687827974,2.7839661021688031
6.5888190457509879,0.32767445774507215,0.057273852017565845,-6654.2934291427837,4.0,3.0,-6804.0277532670316,3.0,2.8513086692974716,4.4852956540054008,2.3388455911298154
5.2106907332658441,0.27791618703598314,0.035884293366129236,-6630.1107249790493,4.0,3.0,-6781.4096395654824,3.0,2.6470887769853673,4.9088247718060076,3.0219178267955935
7.1827815739930951,0.41041906973703357,0.042379563788989029,-6625.5768938471983,5.0,3.0,-6763.211148739706,3.0,2.3478486701559866,4.4202348926757038,2.2596727899085591
3.1279972195694534,0.069289844973220632,0.12929266900612607,-6621.4661998793345,4.0,3.0,-6767.9305488360906,3.0,2.8763545759782314,4.5145145667990816,2.1203919920511227
3.1188419496917348,0.076688155010180711,0.18436575930416499,-6649.8133712270901,4.0,3.0,-6790.0203802501337,3.0,2.3969525181709206,4.818086480539983,2.1216093322129184
0.53750879559124953,0.082149737032156417,0.23377900200176543,-6631.337172912863,4.0,3.0,-6768.3531922819284,3.0,2.0145684203272234,4.898994634522043,2.5648152033598763
