1 R Z 83 lseq 6 nseqs 12 ncells 156
000000 6
000001 71
000011 2
001001 8
001011 2
001111 1
100001 13
101000 1
101001 36
101011 13
101111 1
110001 2
2 R Z 83 lseq 6 nseqs 9 ncells 129
000000 8
000001 95
000011 2
010001 2
100000 4
100001 15
100101 1
101011 1
111011 1
3 L Z 83 lseq 6 nseqs 16 ncells 80
000000 4
000001 17
000011 7
000111 1
001011 1
011010 1
100001 2
100010 1
100011 17
101001 1
101010 1
101011 18
101100 2
101101 5
101111 1
111101 1
4 R Z 83 lseq 6 nseqs 4 ncells 836
000000 9
000001 597
000101 1
100001 229
5 L Z 83 lseq 6 nseqs 11 ncells 162
000001 104
000101 1
001111 2
010001 1
100001 16
100011 4
110001 1
111010 1
111011 6
111101 1
111111 25
