1 R CU 50 lseq 8 nseqs 37 ncells 1231
00000111 9
00001111 2
00010011 1
00010110 4
00010111 418
00011110 29
00011111 50
00100111 1
00110110 1
00110111 37
00111110 1
00111111 19
01001111 3
01010111 4
01111111 20
10000110 1
10000111 40
10001111 2
10010110 1
10010111 67
10011110 4
10011111 14
10110111 5
10111111 4
11000111 1
11001111 30
11010111 23
11011111 30
11100111 3
11101111 7
11110111 42
11111110 8
11111111 344
00010101 1
01100111 1
01110111 3
11011110 1
2 R CU 50 lseq 8 nseqs 41 ncells 2022
00000111 62
00001000 20
00001011 6
00001111 2
00010011 13
00010100 2
00010101 18
00010111 798
00011000 1
00011111 2
00110011 13
00110111 21
00111111 1
01010111 7
01110101 3
01110111 47
10000111 4
10001000 1
10010000 1
10010011 1
10010100 1
10010101 4
10010111 54
10100111 1
10110001 1
10110011 72
10110101 5
10110111 30
10111111 1
11010011 2
11010111 13
11100111 4
11110011 14
11110101 84
11110110 1
11110111 706
00000101 2
00010000 1
00100111 1
10001111 1
11110000 1
3 R CU 50 lseq 8 nseqs 106 ncells 1731
00000000 31
00000011 13
00000100 1
00000101 1
00000111 5
00001100 1
00001101 1
00001110 1
00001111 25
00010110 3
00010111 29
00011000 16
00011010 2
00011011 12
00011101 1
00011110 8
00011111 113
00101111 1
00110000 1
00110101 2
00110110 2
00110111 61
00111011 9
00111100 4
00111101 5
00111110 17
00111111 218
01010110 1
01010111 12
01011000 1
01011011 1
01011111 5
01100111 1
01110101 1
01110110 1
01110111 10
01111011 1
01111110 1
01111111 4
10000000 4
10000010 1
10000011 1
10000111 2
10010010 1
10010101 2
10010110 1
10010111 25
10011000 2
10011011 1
10011101 1
10011110 1
10011111 18
10100000 2
10100111 4
10110101 2
10110110 24
10110111 82
10111000 2
10111011 14
10111100 5
10111110 38
10111111 178
11000000 2
11000111 2
11001011 2
11001111 4
11010000 4
11010011 4
11010100 5
11010101 4
11010110 25
11010111 256
11011011 1
11011100 1
11011101 2
11011110 2
11011111 65
11100000 1
11100101 1
11100110 3
11100111 25
11101111 3
11110011 1
11110100 7
11110101 38
11110110 14
11110111 150
11111000 3
11111110 11
11111111 40
00000010 2
00000110 1
00011001 1
00100000 2
01000011 1
10001111 2
10010100 1
10101111 2
10110000 1
10110100 1
10111010 1
10111101 1
11000011 1
11011000 3
11110000 1
11111101 1
4 L CU 50 lseq 8 nseqs 17 ncells 2149
00000000 1741
00000010 98
00000100 2
00001000 93
00010000 4
00010110 1
00100000 65
00100010 1
01000000 1
01011111 1
10000000 128
10000010 8
10001000 1
10011111 2
10100000 1
11010011 1
11111110 1
5 R CU 50 lseq 8 nseqs 115 ncells 2679
00000000 25
00000010 1
00000011 2
00000100 2
00000101 1
00000110 1
00000111 5
00001101 10
00001110 7
00001111 6
00010011 2
00010110 12
00010111 39
00011010 1
00011011 19
00011100 11
00011101 5
00011110 46
00011111 286
00100010 1
00101110 1
00101111 1
00110110 1
00111100 1
00111110 2
00111111 13
01000000 2
01000011 2
01000101 21
01000110 6
01000111 39
01001101 2
01001110 2
01010000 3
01010011 11
01010100 14
01010101 7
01010110 91
01010111 791
01011011 8
01011100 11
01011101 4
01011110 29
01011111 127
01100111 2
01101110 3
01101111 5
01110100 1
01110110 5
01110111 10
01111011 1
01111100 9
01111110 27
01111111 34
10000000 2
10000111 2
10001101 1
10001110 3
10001111 2
10010101 1
10010110 2
10010111 10
10011100 1
10011101 1
10011110 2
10011111 12
10100000 2
10100101 1
10100110 1
10101110 8
10101111 4
10110111 7
10111010 1
10111011 5
10111100 1
10111101 4
10111110 7
10111111 74
11000000 1
11000110 1
11000111 2
11001101 2
11001110 2
11010011 1
11010110 10
11010111 98
11011100 1
11011110 12
11011111 22
11100000 2
11100101 1
11101100 1
11101101 1
11101110 37
11101111 15
11110011 1
11110100 2
11110110 23
11110111 40
11111011 5
11111100 65
11111101 5
11111110 237
11111111 156
00001100 1
00100000 2
01001111 1
10011011 1
10101101 1
10110110 1
11000101 1
11010100 2
11110010 2
11110101 1
11111010 1
6 L CU 50 lseq 8 nseqs 55 ncells 2398
00000000 603
00000001 4
00000010 19
00000011 219
00000100 25
00000110 2
00000111 5
00010000 3
00010011 8
00010110 1
00100000 4
00100010 1
00100011 12
01000000 12
01000010 2
01000011 47
01000100 1
01010011 1
01010110 1
01100000 7
01100011 7
10000000 52
10000010 35
10000011 43
10000100 4
10000111 1
10010011 2
10010110 2
10100000 9
10100010 1
10100011 45
10100100 1
11000000 150
11000001 1
11000010 10
11000011 553
11000100 1
11000111 1
11010000 7
11010010 1
11010011 56
11010100 3
11010110 20
11010111 4
11100000 79
11100010 5
11100011 320
11100100 1
11101000 1
11111111 1
00001000 1
00010111 1
01010000 1
01010100 1
10000001 1
7 L CU 50 lseq 8 nseqs 43 ncells 2000
00000000 773
00000001 11
00000011 61
00000100 36
00000101 11
00000111 85
00001000 1
00001101 1
00010000 1
00010100 3
00010111 5
01000000 38
01000011 5
01000100 19
01000101 6
01000111 138
01001111 1
01010000 1
01110111 1
10000000 124
10000011 14
10000100 9
10000101 3
10000111 20
10001101 1
10100000 1
10111111 1
11000000 120
11000001 4
11000011 10
11000100 43
11000101 76
11000110 1
11000111 314
11001111 3
11010000 3
11010100 7
11010111 43
11111011 1
00001100 1
01010111 1
10010111 2
11001101 1
8 L CU 50 lseq 8 nseqs 36 ncells 2399
00000000 485
00000001 13
00000010 780
00000011 1
00000100 5
00000101 1
00000110 2
00001000 678
00001001 24
00001010 137
00001100 18
00001110 2
00010000 1
00100010 4
00101000 23
00101010 5
01000000 10
01000010 9
01001000 62
01001001 1
01001010 10
10000000 17
10000001 1
10000010 31
10001000 48
10001010 19
10011111 2
10101000 1
11010111 1
11011111 2
11111111 1
00010010 1
00100000 1
00101001 1
10001001 1
10001100 1
