dp_alpha_traces,dp_gamma_traces,alpha_decay_traces,cd_llh_traces,node_traces,bignodes_traces,unnormpost_traces,depth_traces,base_value_traces,std_traces,root_bias_traces
0.53212596685863534,1.0095517711192077,0.19128147321193326,-52880.6390191967,3.0,2.0,-52989.61000456562,2.0,4.5721829372470113,3.4619836382421783,2.2655084787295499
0.9807758930906133,0.80409406504537573,0.055886558090449102,-51057.332997104146,3.0,2.0,-51180.865669422768,2.0,2.5636861405938527,4.8791297378925353,2.4837613937653695
0.92348275722109785,0.094187982426465894,0.069767559965744477,-48200.346203718458,3.0,2.0,-48290.781590805353,2.0,3.2423862751910928,4.5392660286452919,2.8898066921045356
0.94982031609766704,0.064443246482257563,0.092995703119179526,-41464.621126036385,3.0,2.0,-41549.665559569148,2.0,2.6179721517261636,4.9433930615753185,3.8040352752535904
1.9637789821533531,0.35031840945141501,0.13041142589063251,-34041.683154332837,3.0,3.0,-34150.629856430765,2.0,2.7733827468286014,4.2834714327292103,2.9090035440225748
2.2252185848409081,0.43203507965784305,0.12111018189411314,-25549.733744406651,3.0,3.0,-25665.579666739104,2.0,2.0699171797541642,3.113108272374344,2.5082609916552023
1.050038186031047,0.41650547686915862,0.16225426116117347,-21245.942750897641,3.0,2.0,-21377.077743592785,2.0,2.0342343138646335,4.4968381961450881,2.6019219925509631
0.31826388002583328,0.17680582698382752,0.25698594113904394,-16243.713014794805,3.0,2.0,-16371.950439214259,2.0,2.1754991394141099,4.614754146761296,3.4801575243237179
0.92080062801965523,0.17387099689691918,0.55192255200412921,-15443.123440296977,3.0,2.0,-15594.552589321367,2.0,2.1155804643407969,4.6039657473992257,2.7406298413896879
0.94823723217835942,0.25846233927670742,0.24142135948051766,-14897.602653219816,5.0,2.0,-15069.674498584442,3.0,2.1918487961986601,4.8444688293139242,2.3766334768343667
0.67503801277594455,0.59514055519307818,0.19428873189682744,-14701.728935829418,3.0,3.0,-14830.482659782505,2.0,2.1919362465255587,4.702181072887254,2.9295808278898248
0.39525639977761673,0.76924942433366816,0.12526517833993903,-14519.674775318314,3.0,3.0,-14658.639399449796,2.0,2.1770242301028979,4.7634408176102268,4.0597389287839079
0.26833018553030163,1.2935803331249771,0.16465031873055816,-14439.047957411192,3.0,3.0,-14549.494296398163,2.0,2.2356714708322536,4.7553423976120861,2.1440342902242455
0.72707160894447309,1.3584867984118882,0.29238466916613698,-14310.486786293306,3.0,3.0,-14442.70948578406,2.0,2.2285256300929359,4.7671668404008924,2.143257459228995
0.81577112005562136,0.91156860976828624,0.31548090581387755,-14038.178428496542,6.0,3.0,-14278.472629100621,2.0,2.9515193392003773,4.9151560191281121,2.0655253275770216
0.26787780262058081,0.86475475523311607,0.6897109794669295,-12938.13309445447,6.0,3.0,-13167.864706526794,2.0,2.2266659088300651,4.9954947802317449,3.2599255018763564
0.10554590815882915,1.0429378512989891,0.66291487464474053,-12659.155995061998,5.0,3.0,-12852.127556401614,2.0,2.6381190201202243,4.4565147956800937,2.0229057275810596
0.09748060203324789,0.7818330164178976,0.45921908250747334,-12510.066418126944,4.0,3.0,-12661.058963349034,2.0,2.0169610930584181,4.6631137490908312,2.1301121725055085
0.21264063561681182,0.89395943326586713,0.1306751661657953,-11396.01400218818,5.0,3.0,-11548.110640679077,2.0,2.3419740146613353,4.6088600403561202,2.2878305309839257
0.18960595984417913,0.80455125503589497,0.13775861153504085,-11192.264468563986,5.0,3.0,-11307.894537339844,2.0,2.0933902076617983,4.5882983617051947,2.2636684657506212
0.41189335399741694,0.38323822957409126,0.1787269019681387,-10899.851755893696,4.0,3.0,-11025.34408767573,2.0,2.0117092181441394,4.4196015574221654,2.297621763208221
0.53733093036635904,0.46921951943619544,0.14625244770547904,-10603.598772600337,4.0,3.0,-10760.825532426121,2.0,2.0104415335549577,4.6765312963124792,2.4216110759710872
0.43888927852721205,0.40077695997608603,0.38098319060780528,-10506.853077967835,4.0,3.0,-10694.254780798277,2.0,2.0101846394530543,4.5776968150839874,2.8279744354623602
0.43992378824395001,0.4308295134342448,0.2666033350671998,-10305.181440714001,4.0,3.0,-10488.851500410896,2.0,2.0853313051262221,4.3645297546918025,2.7644542633968285
0.10655074872519417,0.49590291686113447,0.53552032979708086,-10184.828264346343,4.0,3.0,-10343.312054537806,2.0,2.0181194920059711,4.4711171516101134,2.2618010130985673
0.29767736652450871,1.1446326002666141,0.3889067294211952,-9775.6138783024271,4.0,3.0,-9941.3912096075383,2.0,2.3375609727952442,4.6443999314498612,2.6980771740583411
0.29188903432138402,0.93039681040215527,0.20918851533580218,-9414.4702168825661,4.0,3.0,-9584.0776135532069,2.0,2.3342152788846002,4.4998500023162009,2.0382367449895376
0.21725380736883071,0.38624435380534067,0.35686426581856834,-8954.2223082223554,4.0,3.0,-9114.5626106172258,2.0,2.4520417787495061,4.8514303193639456,2.6255414375790638
0.21303575092735216,0.32588040299503473,0.22295848031738094,-8847.4054860644483,4.0,3.0,-9005.8309366147441,2.0,2.3866199833594806,4.9668911569239436,3.0042754810616947
0.34180432369916891,0.30990463780437399,0.17818140392643528,-8741.6608356964371,4.0,3.0,-8880.6106801215428,2.0,2.1609396879902949,4.8769724274201671,2.1980470574028903
1.1156047204019452,0.10040636329322365,0.099328362129576284,-8449.6381857120941,4.0,3.0,-8622.7230348167486,2.0,2.0905244059518511,4.8139171055306846,2.1398410822877789
0.64369702863000955,0.17395414147637031,0.2633818843468454,-8320.4338383792929,4.0,3.0,-8504.8658327058893,2.0,2.5696399909370955,4.9507129402776711,4.2447742642125732
0.53465755794932368,0.39878935603864546,0.16896596806662925,-8202.1251282430912,4.0,3.0,-8382.1722430259379,2.0,2.9186446634539855,4.8082546103263306,3.8796124593032246
0.41657225134011039,1.3480442919088549,0.18777010096767155,-8106.8445803848508,4.0,3.0,-8282.2213755051271,2.0,2.3642736790624221,4.9683111168421954,3.4045816937935567
0.3833292506247481,0.23261466180480839,0.34775846450482856,-8036.984772076742,4.0,3.0,-8228.8217996670082,2.0,2.6936278123590904,4.7121320266527196,3.0547877973127191
0.37975803221055754,0.35197318666063659,0.34695540621843957,-8018.7662330414341,4.0,3.0,-8190.6351807722112,2.0,2.9714038331392576,4.3618204386275119,3.5354812905210853
0.20140378955226929,0.92254959886412535,0.20981115702130684,-7989.7722152292363,4.0,3.0,-8150.5422954436235,2.0,2.6337238833035603,4.9813390466003531,2.11478020147876
0.14132326119701052,1.3724338849770694,0.24464356019672745,-7946.5673149472459,4.0,3.0,-8079.1646306115472,2.0,2.1079174107281466,4.8606304702193279,2.2819573375302245
0.45118469013990709,0.023705062493752458,0.12453982284652503,-7853.502033613956,4.0,3.0,-8005.9327490773085,2.0,2.2110348681438996,4.9837383676229887,2.5958145700105568
0.36196473467406942,0.44020098119785406,0.19560213457486444,-7691.510848485289,4.0,3.0,-7846.9312634416965,2.0,2.1477249731272066,4.6232850483663173,4.0260199334848039
0.29960319373476063,0.67130566560739147,0.29045374843755944,-7364.7854273055309,4.0,3.0,-7518.2786315420699,2.0,2.3326097090884725,4.5573754695202284,2.8030849976688215
0.34431783242473535,0.76783447186414511,0.23871286330784303,-7329.2373189433392,4.0,3.0,-7509.7731921281302,2.0,2.3767689124311371,4.3883811222757538,3.0525847509039434
0.29816892161514658,1.0217623807175633,0.28111405194406913,-7165.5631050925867,4.0,3.0,-7284.4172087381403,2.0,2.4591168786193038,4.6878175520222021,2.2556868029757293
0.4809863015184892,1.2380759795492104,0.34177651483304827,-7037.1449526548658,4.0,3.0,-7222.3381489667072,2.0,2.2178842078645098,4.6139733980219129,2.0149578765681175
0.035560158841203428,0.51051348312839695,0.50096751331040112,-7017.1617530632075,4.0,3.0,-7160.0509858025289,2.0,2.5826108266717265,4.7916450071935595,2.3606521910017739
0.11846858004705986,0.22256526563072682,0.2363207845640318,-6992.2681756459524,4.0,3.0,-7133.9037864752963,2.0,2.4824682900641006,3.8799631346768337,2.3562631457442511
0.35058870324333313,0.59000220748830967,0.20927628616193145,-6948.3517869501993,4.0,3.0,-7089.8478016840036,2.0,2.680390999968874,4.6674519431707466,2.2331402562257971
0.31737882438334747,0.42868962139208383,0.27008237772058852,-6963.6367131549223,4.0,3.0,-7109.8679929353957,2.0,2.416045057798657,4.6763633545811096,2.3379296768680473
0.27578082713827207,0.82968105935617353,0.055962042171128094,-6947.7028502598805,4.0,3.0,-7087.3458648876822,2.0,2.0388698253530628,4.7139761103266657,2.5969101314473821
0.75182827567463184,0.68225608367543611,0.07011078963030147,-6867.3192014189171,4.0,3.0,-6974.261815641963,2.0,2.3712669113654696,4.668910111866551,2.7571837090002487
0.98906698883225685,0.27907780775845736,0.036961250362135475,-6855.0491798394232,4.0,3.0,-7025.9725130273473,2.0,2.6974204285820309,4.5168723797690387,2.8061445768590461
1.6592757179517323,0.5158524606616216,0.022089052807877561,-6854.188007503396,4.0,3.0,-6973.0848203997175,2.0,2.7377669351434273,4.7914028535782185,3.3253913442773908
1.8955603100110707,0.22898507806012372,0.031760908554263972,-6850.3127895160069,4.0,3.0,-7020.216897462481,2.0,2.0721809580716002,4.69118200320559,2.8586779345027082
1.9598870427329749,0.89017507773543292,0.035104952753392031,-6824.875729692003,5.0,3.0,-6976.2987900922099,2.0,2.0501563072382036,4.9901440989520855,2.5820829598330692
4.3708500541902682,0.46312267415008579,0.047469722260600325,-6815.4816309441594,4.0,3.0,-7002.677212693492,2.0,2.0200346530993172,4.8423187858513739,2.3432318043746934
4.3785372130834945,0.35185888932924025,0.031753603380523077,-6808.9437653389268,4.0,3.0,-7004.341549013543,2.0,2.5093066660854269,4.3406170737651459,3.9223192077577922
2.2054884675865485,0.41236263063188355,0.018698101529703227,-6783.4088745200424,4.0,3.0,-6935.7158858137827,2.0,2.1353617287311732,4.7591202634197902,2.1019054139621156
2.1925790002842986,0.12895589999319537,0.027520126695374049,-6798.6742159888299,4.0,3.0,-6913.9771443423351,2.0,2.1830064073669626,4.7881922727144177,2.0593422053940773
2.3957396177717118,0.49385652773551381,0.030033641943561493,-6807.1869951790277,4.0,3.0,-6969.1339985470031,2.0,2.4089997554910694,4.7585229122163142,2.4133673913399001
2.869560261910669,0.40781028247974049,0.011177660976824544,-6802.7336121960107,4.0,3.0,-6966.0680831682766,2.0,2.313847735735632,4.553325896433198,2.103840833814949
2.7530822329283366,0.66120105473242408,0.035528680819652068,-6794.1301976295354,4.0,3.0,-6952.9136074219505,2.0,2.1061740895328929,4.9107063789156804,2.0669471253612151
2.5234481750196238,0.71361791961101673,0.11209292126983142,-6780.6903193471617,4.0,3.0,-6970.8911394082488,2.0,2.2320662050188647,4.8897610488885981,2.6358660596765207
0.57582278740275761,0.73649784960228626,0.27198509920308117,-6777.9991734588029,4.0,3.0,-6957.5534971539246,2.0,2.2835909805639245,4.9687981092336315,2.1723932937034909
0.45340370950894632,0.7651623947411863,0.1959744041587238,-6794.4093249356692,4.0,3.0,-6963.423179974835,2.0,2.7132882184017455,4.976760799316061,2.3336626147296808
0.56047243261684099,0.59536790436155351,0.28244365590013287,-6808.7556854466802,4.0,4.0,-6995.0985062504542,2.0,2.5519838978767568,4.8763111555457828,3.7296399792607895
0.63002824159009241,0.22269572519334746,0.076393604050940866,-6802.7582892153732,4.0,3.0,-6965.83501729197,2.0,2.378729379700832,4.838174106027151,2.1251536258629864
1.0452619382332078,0.59243765696509865,0.068132458475793509,-6802.4384809030598,4.0,4.0,-6959.2570677901504,2.0,2.443412964162353,4.8589420175435274,2.1141010659734141
1.1860355488303671,0.13485323907919144,0.10263060297296521,-6787.4330480716526,4.0,4.0,-6958.9007225616506,2.0,2.2428512512736907,4.4291029743505277,2.7767755351177055
1.5006032034104597,0.28162572078731118,0.060366047707091947,-6813.8478095205028,4.0,4.0,-6974.2727451122555,2.0,2.2363913756150211,4.5015578099543641,2.9388765063484081
1.2882220260411701,0.84678611288353878,0.068033697987804356,-6796.5551069252297,4.0,4.0,-6961.3101845140736,2.0,2.0486155273044262,4.552460568727545,2.1676757198139502
0.58304646837859997,0.46504352361350426,0.044035216709031211,-6808.8516862852039,4.0,4.0,-6977.3621587386797,2.0,2.2784208838384181,4.9447437316999494,2.1145069521353479
0.99700150617584626,0.056729014421964978,0.035125927803882837,-6806.2024112082609,4.0,4.0,-6933.8723536153429,2.0,2.1106247406137566,4.4735962968059546,2.766326233588011
0.94362215255608539,0.82973208732682746,0.053907846594410551,-6791.773631637232,4.0,4.0,-6897.5322224934425,2.0,2.0480743482951138,4.2626733301162529,2.588890127475544
1.1552939877687796,0.20310771943768008,0.057033043231658198,-6788.2666185287308,4.0,4.0,-6938.0994875715414,2.0,2.1418852193698665,4.6785849357702816,2.6815831475797678
0.28146205197793339,0.17338752176257158,0.16529578578525514,-6802.3417349829424,4.0,4.0,-6941.4023652600472,2.0,2.2796903177711485,3.910115774162795,2.2377010696508979
0.74985252325841667,0.1236995526993887,0.17278270309503477,-6793.9327231373245,4.0,4.0,-6921.3980367164722,2.0,2.5881069631624136,4.8374238432451753,2.3498727951605098
0.6992955831388783,0.34245390793795932,0.15264842003694318,-6759.5545801634316,4.0,4.0,-6939.8127478520992,2.0,3.3441817476321796,4.808095613820746,2.2590702082941365
0.59126421768830528,0.23206463796695584,0.13877923491262634,-6782.4564192661501,4.0,4.0,-6950.0021856746362,2.0,2.8768642602305396,4.6491103251930044,2.173520261692516
0.64811849689330603,0.49774384841689034,0.16967515583499779,-6772.6275230168785,4.0,4.0,-6943.5280670085713,2.0,2.847408230544016,4.9571610996011906,2.0103957999906874
0.529052785625438,0.75404083621517415,0.14416300043747607,-6801.6973292742114,4.0,4.0,-6952.73792061736,2.0,2.5352582565271891,4.9805766737286552,2.0280991651068696
0.7612777823924709,0.53631984594093529,0.091462838487305589,-6801.2438485069451,4.0,4.0,-6928.2639338040608,2.0,2.0882259340460783,4.9579705070486453,2.0260858636662915
0.43098037456162497,0.63415348660060267,0.20112509549369656,-6805.4061653939389,4.0,4.0,-6950.5685279315812,2.0,2.0527975357310324,4.3884819715988579,2.8512831035003328
0.38713656810641517,0.6439868068925686,0.15569574273260048,-6798.6958637728858,4.0,4.0,-6968.4647188363551,2.0,2.7340294106094127,3.9247653095387136,2.1997209876452528
1.2701872458623429,0.5444181786858705,0.1034234913286249,-6801.1404385632823,4.0,4.0,-6966.7035461951664,2.0,2.635071224712128,4.5321707119289822,2.2224822329683653
2.7316172924504265,0.61499138397114306,0.10396848179306672,-6794.9773226218094,4.0,4.0,-6983.9769978517033,2.0,2.4756253348924693,4.4471369697506393,2.0688196624324089
2.2375176321040988,0.55695185147282544,0.10985715967723923,-6801.7956563030084,5.0,4.0,-7005.8319769740428,3.0,2.4921500000854038,4.4378352522782851,2.0346704156713229
1.8912491531859397,0.16421526837724154,0.10108218219076126,-6814.668059041207,5.0,4.0,-7044.673188149226,3.0,2.5081804467843538,4.831415060054967,2.0880091570850445
1.7847862292950727,0.34619244538880595,0.10701228145899741,-6808.8424472949155,5.0,4.0,-7042.2119159383556,3.0,2.2329730858061945,4.9490170437359788,2.0465292875930623
0.96347448227367427,0.29031034401978084,0.077639996576682593,-6811.1226034579095,5.0,4.0,-7016.9408639432368,3.0,2.2103667104957658,4.4881090017526066,2.035546461408634
1.062430349898372,2.0306424189721159,0.1551344394109623,-6821.340220750224,5.0,4.0,-7022.5146006799732,3.0,2.2297599743679863,4.195715317876763,2.1630483141877974
1.0162283729484507,0.73248915357180766,0.22572613409143161,-6840.1600494835757,6.0,4.0,-7081.1272822615447,3.0,2.5048054298672451,4.5693941845926647,2.0857048179756985
0.99056318782014452,0.52803214471870474,0.19951297115855854,-6828.9324196261186,6.0,4.0,-7058.5289634697492,3.0,2.6044026962921034,3.840432936835358,2.2237198692629949
0.81372602355730339,0.77241222789477204,0.29785274419943714,-6829.3736812031102,6.0,4.0,-7064.9647600150274,3.0,3.0660471771790778,4.7901021622011095,2.8000096974267468
0.9697606231879895,0.91138977283917355,0.29511375366897169,-6828.0369137906446,7.0,4.0,-7120.0037520695987,3.0,2.758703583859111,4.6178545788257512,2.3257513991186993
0.2602787812343294,0.82690133247422959,0.37381517538254805,-6826.9115817460415,5.0,4.0,-7059.6813604845684,3.0,2.7726294100120077,4.5825192562606025,2.1606269582428874
0.4302916135466901,0.73869680591862741,0.26913867835339655,-6846.8232534797635,9.0,4.0,-7105.1219110461079,3.0,2.5929201656647693,4.7948968553482683,2.076877442423795
0.50101861068735887,0.51715699011340821,0.19781813035012361,-6825.413972715618,7.0,4.0,-7031.593156047501,3.0,2.4659374855702403,4.4314255815225536,2.219778729229664
1.0464245616204528,0.22523985420809273,0.16644765096576375,-6820.474775288304,6.0,4.0,-7058.5346266782617,3.0,2.1450068250260581,4.2167193417718174,2.3024998531751497
0.74091532339226962,0.29257878352943067,0.22485946555336764,-6834.5249263975365,6.0,4.0,-7050.8068935213105,3.0,2.1450361984927966,4.270169907334509,2.907010996821465
0.70009029577777138,0.26986029622078606,0.24901307113925664,-6843.8776142603419,6.0,4.0,-7043.5507243814491,3.0,2.2645816266281735,4.6814210856685659,2.3819898283708207
0.82079419620835048,0.22983723651323495,0.24517716329435743,-6850.6315537772134,5.0,4.0,-7052.2454961175836,3.0,2.0228388017363774,4.518146316571241,2.1902670951445473
0.6281066251674069,0.30855280374658101,0.26629126048216939,-6856.5811666897025,6.0,4.0,-7078.1927639861942,3.0,2.2159842051505581,4.8245526714776652,2.693964114398542
0.49208580579511652,0.40267555316517428,0.35541486967662361,-6904.4745464117404,6.0,4.0,-7149.5897812939029,3.0,2.2001820524482318,4.4791475141119745,2.3846175691509903
0.90847153113708956,0.31136272412926586,0.36918417097646045,-6899.7067689548321,6.0,4.0,-7147.2729363540921,3.0,2.5923775009604584,4.2803902764875144,2.3451814353707485
