dp_alpha_traces,dp_gamma_traces,alpha_decay_traces,cd_llh_traces,node_traces,bignodes_traces,unnormpost_traces,depth_traces,base_value_traces,std_traces,root_bias_traces
0.7169853800409044,0.29027738469299502,0.11367106497571881,-74232.805401334364,5.0,4.0,-74393.348674793539,3.0,4.9899442550763169,3.9545826863725364,3.2860243488887111
1.6006965767393229,0.16675021150999411,0.20193932055760505,-58138.366158358716,6.0,5.0,-58378.798677484701,3.0,4.4975070446468219,4.3314593230231262,2.4400337598553707
1.1403022455220855,0.15074463001122931,0.19158514856647305,-47524.841635666169,6.0,5.0,-47773.921815713926,3.0,3.5921946236085316,4.7320360920075242,2.8643472140321551
1.1531926755533446,0.17756335693863592,0.26870971889948292,-38845.041665542536,6.0,5.0,-39131.488606464176,3.0,2.2224247485536419,4.4900992897763761,2.4109206212475174
0.55273629895063858,0.1837921291657186,0.37930795552719976,-29758.981307434024,6.0,5.0,-30018.05326053709,3.0,2.0929039389603497,4.9818777602951609,2.140669566964573
0.51844059682337074,0.1835138245754972,0.41097834937555189,-26667.669995490814,6.0,5.0,-26940.028026121181,3.0,2.0765089333849596,4.8543021818074923,2.1755550810845907
0.49917357635830917,0.11850797580002659,0.43259631809987531,-21657.476868638678,6.0,4.0,-21956.837663363367,3.0,2.228152195445849,4.8918266413433766,2.6796102005680678
0.36073569231637131,0.064714537707141265,0.38928313925677527,-16262.575995543999,6.0,4.0,-16538.252210585197,3.0,2.4654540018722906,4.6549869614904482,3.1599456206961967
0.52204692009401898,0.10986380315215268,0.15270028954946274,-14217.039787348527,6.0,4.0,-14447.937950918749,3.0,2.0102175853228585,4.8168219571062698,2.6347109998792346
3.5079751327318172,0.036184250308069384,0.11937032924790097,-12416.541651578629,6.0,4.0,-12659.506875901854,3.0,2.1921019782153817,4.8844439437370397,2.4670867901881754
1.6448850726803861,0.071261689773398793,0.17026778034463941,-11594.081802551462,6.0,5.0,-11808.031103746653,3.0,2.3464164945005881,4.9534104441872664,2.2796761419896461
0.48672762004616654,0.10730145284338331,0.29004020740155279,-11057.23108268408,6.0,5.0,-11309.470283262157,3.0,2.4101963274088498,4.8209551664657253,2.3171766423126359
0.58657974341146224,0.16371668888360866,0.37787243752697092,-10009.494638871805,6.0,5.0,-10273.190369095175,3.0,2.56441247574248,4.886214917655832,3.2738237007263695
1.1065077786063111,0.30805500819395742,0.33574017989758836,-9034.3729262841935,6.0,5.0,-9356.9392893347576,3.0,3.161693269126288,4.8690868102045677,2.7445452789703344
1.0356790162232421,0.77039662753815497,0.32263114600216364,-8863.1699281027286,6.0,5.0,-9174.826538297084,3.0,3.0625581355426972,4.9892420876961738,2.161882333438859
0.94440109947456174,0.36860936094908425,0.28188749501261945,-8602.0895580374709,8.0,4.0,-8941.5965382049289,4.0,2.7710093789887473,4.9959068673508638,2.1151665641648658
1.2374078129022619,0.5769912165740646,0.18502326479012807,-8237.4646937521211,6.0,4.0,-8517.2529884452651,3.0,2.2498905460454068,4.9768520841110568,2.2711662537287163
1.6630072944999006,0.68403796621794899,0.11961407163730008,-7992.4340580478256,6.0,4.0,-8307.2339235880609,3.0,2.6020902601957694,4.9511479217646022,2.7840446716641409
2.316019957305302,0.47083227502262459,0.10455004949630806,-7935.5747711414897,8.0,4.0,-8268.2732141177094,3.0,2.2620984371450326,4.9256504378572457,3.4161469180501203
1.5308049797886556,0.34007284190621007,0.15120148670991296,-7647.5677840690196,7.0,4.0,-7971.4352695110865,3.0,2.1607576677085945,4.8242880419868008,2.4040284402328385
1.8371170005757909,0.35589613547940724,0.12676581358783634,-7535.3115417375775,8.0,4.0,-7885.4819415404982,3.0,2.2833477586885778,4.5793873469728013,2.2763847346706649
1.6835201744945958,0.41153805070858174,0.11980192329489681,-7424.6943506101752,7.0,4.0,-7744.3457995295794,3.0,2.5278595456762942,4.7782673268969287,2.3761212088976356
1.5666807091662953,0.43642868377509514,0.11068998931453322,-7386.040965978671,8.0,4.0,-7728.997812677836,3.0,2.3535542028799683,4.7447880398484052,3.1329296696566948
4.137834738493372,0.38286532507484022,0.11087443776375557,-7419.7545073871552,7.0,4.0,-7732.6042239003318,3.0,2.4088385958695664,4.9903369864109095,2.5771812175856663
1.5244474815730218,0.26553422883674616,0.12365499978073811,-7468.387137821167,7.0,4.0,-7819.1520952231558,3.0,2.4890080712771239,4.815803768461655,2.1731128380367299
2.3530347263815723,0.24187785381742671,0.13532652254363875,-7391.1193217200407,7.0,4.0,-7706.5521676295721,3.0,2.0753607594232668,4.9409397956295154,2.2938155702327707
1.8583567537626857,0.33682961219262825,0.11944202483187213,-7393.9696160241274,7.0,4.0,-7719.8329689304519,3.0,2.3679310236618516,4.8877768838321982,3.0246952876794637
1.4354677727473979,0.22047230876418641,0.19249000563630506,-7433.6505514324263,8.0,4.0,-7783.5585506528814,3.0,2.3318853768879864,4.9310023225270569,3.0207714955124572
1.1323852787372541,0.17703512425166315,0.18280426544329537,-7442.8375074349469,7.0,4.0,-7758.6089996968685,3.0,2.1389546449630874,4.9910663028297533,2.2912758592969609
1.299412327289446,0.34603802843415027,0.16063044025598511,-7379.5555416145999,7.0,4.0,-7712.3671436063451,3.0,2.00531971572337,4.7336145172158464,2.00761648387512
1.4496711032137635,0.31157594554689788,0.12106619407831917,-7386.0719058545737,7.0,4.0,-7684.4899079361703,3.0,2.4116260793687365,4.9714503850951228,3.8021479793305284
1.6674633548794282,0.38094535470542745,0.17032675816791595,-7386.8789413244858,7.0,4.0,-7727.5199483690176,3.0,3.1323664615639473,4.9285513086397037,4.437097516886829
1.7988727722199735,0.24027738090027279,0.13001671078955543,-7453.3468762559633,7.0,4.0,-7796.6920127678022,3.0,2.6577592957378311,4.8785090602115817,2.5856191930241001
1.8657264402545504,0.2124579750300834,0.077650336166695269,-7420.4041461458437,7.0,4.0,-7729.394867147791,3.0,2.1798733067173539,4.7985684162059652,2.1216855764109472
